"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
0,1.01423406557412,0.488,0.25,0,"2","SLFN5"
0,1.09933049937761,0.46,0.226,0,"2","PTPRCAP"
0,0.955251375766277,0.529,0.297,0,"2","IQGAP1"
0,1.75642523878862,0.322,0.095,0,"2","SLAMF7"
0,2.27047130562669,0.285,0.061,0,"2","MYBL1"
0,2.2671863548097,0.285,0.061,0,"2","TGFBR3"
0,3.01754780030778,0.256,0.033,0,"2","HOPX"
0,0.730556564050122,0.833,0.613,0,"2","PTPRC"
0,1.60446758717261,0.334,0.115,0,"2","ATP2B4"
0,2.16933385589752,0.284,0.066,0,"2","APMAP"
0,1.39103407685748,0.361,0.144,0,"2","LITAF"
0,1.78768730783543,0.309,0.094,0,"2","PTPN12"
0,0.645862044666695,0.76,0.545,0,"2","LCP1"
0,1.53176794826976,0.338,0.124,0,"2","MBP"
0,1.01637442508424,0.452,0.239,0,"2","DIAPH1"
0,0.751746618718363,0.864,0.655,0,"2","TXNIP"
0,1.25071411054419,0.38,0.172,0,"2","APOL6"
0,0.756289872495709,0.85,0.642,0,"2","HLA-C"
0,0.616969965754736,0.58,0.373,0,"2","ETS1"
0,1.07644114703279,0.42,0.214,0,"2","BIN2"
0,1.17066325727195,0.391,0.187,0,"2","STK10"
0,1.13572973930158,0.386,0.183,0,"2","BTN3A2"
0,1.72949991454239,0.295,0.092,0,"2","ZAP70"
0,1.95430406222815,0.273,0.074,0,"2","LPCAT1"
0,1.27974450518351,0.353,0.154,0,"2","FYN"
0,1.23959729187677,0.357,0.159,0,"2","AKNA"
0,1.70914948180513,0.289,0.092,0,"2","PRKCH"
0,1.90100401733473,0.282,0.085,0,"2","HIPK2"
0,1.48673573056382,0.25,0.056,0,"2","FCGR3B"
0,0.980625710039833,0.417,0.225,0,"2","HLA-F"
0,1.90241168326481,0.263,0.072,0,"2","GNG2"
0,1.1976053202804,0.352,0.162,0,"2","PPP2R5C"
0,0.774747316485506,0.906,0.718,0,"2","HLA-A"
0,1.02366937945898,0.391,0.203,0,"2","SORL1"
0,1.61811553931078,0.282,0.097,0,"2","ID2"
0,0.876780420724923,0.448,0.267,0,"2","AKAP13"
0,1.68289722956423,0.262,0.086,0,"2","DIP2A"
0,1.52061060265037,0.271,0.098,0,"2","SLC9A3R1"
0,0.785553213494776,0.942,0.769,0,"2","HLA-E"
0,1.19770746622467,0.308,0.138,0,"2","MLLT6"
0,1.03663056083571,0.331,0.163,0,"2","MYO1F"
0,1.19651116618964,0.298,0.135,0,"2","BTN3A1"
0,0.924621990895248,0.35,0.188,0,"2","EVL"
0,0.959471514070991,0.348,0.187,0,"2","RASSF5"
0,0.978691427568207,0.335,0.176,0,"2","WIPF1"
0,1.44716786159095,0.253,0.094,0,"2","ARAP2"
0,1.03939488520964,0.322,0.163,0,"2","SEPT7"
0,1.09282755937057,0.309,0.152,0,"2","LNPEP"
0,1.16919056802636,0.276,0.12,0,"2","GBP5"
0,0.998076568728956,0.309,0.157,0,"2","CCND2"
0,1.22623511733167,0.267,0.116,0,"2","ZEB2"
0,1.30291678954679,0.251,0.1,0,"2","ITGAM"
0,1.04368100066582,0.302,0.151,0,"2","CCDC88C"
0,1.21832454142838,0.268,0.119,0,"2","MAPK1"
0,1.19622754151109,0.256,0.114,0,"2","PARP8"
0,1.16168454156741,0.257,0.118,0,"2","PREX1"
0,1.09868631443199,0.26,0.122,0,"2","RP11-94L15.2"
0,0.535696285560932,0.904,0.814,0,"2","MT-CO1"
0,0.753355188553957,0.994,0.936,0,"2","HLA-B"
0,0.643816406030911,0.995,0.949,0,"2","B2M"
0,0.351594493205189,0.995,0.961,0,"2","MALAT1"
2.98751614727285e-319,0.613707756914828,0.521,0.34,7.61099613679231e-315,"2","TLN1"
8.60652473742535e-319,0.998107546521927,0.304,0.159,2.19259824210648e-314,"2","IQGAP2"
1.94248540020976e-306,0.882621324475245,0.352,0.198,4.94867580557438e-302,"2","CYFIP2"
1.44936717605356e-302,0.963344275436465,0.302,0.159,3.69240781771404e-298,"2","RAC2"
6.20287003761474e-300,0.681225464855559,0.524,0.351,1.58024317078273e-295,"2","ARPC2"
4.61337974195171e-279,0.932033025088452,0.311,0.171,1.17530462305962e-274,"2","PDIA3"
1.28518393531249e-269,0.913829223793435,0.303,0.167,3.27413459360209e-265,"2","ANXA6"
1.06818554244472e-266,0.820241461819708,0.347,0.202,2.72130948793217e-262,"2","CYTH1"
6.50922372763632e-263,0.738087846560879,0.388,0.235,1.65828983685263e-258,"2","ATM"
6.93565917530825e-260,0.914072662206582,0.288,0.157,1.76692853150153e-255,"2","KLF13"
2.85113046413991e-259,0.848811696767932,0.324,0.186,7.26353997044283e-255,"2","PFN1"
4.0101194917779e-252,0.958441181561915,0.254,0.133,1.02161804172534e-247,"2","CCND3"
7.2233347012941e-250,0.735570056572935,0.406,0.257,1.84021674850169e-245,"2","ARHGAP30"
5.28684831783282e-232,0.853785574114895,0.291,0.166,1.34687747745109e-227,"2","ADD1"
4.02581723506921e-226,0.655484571813561,0.419,0.273,1.02561719880623e-221,"2","YWHAZ"
9.44168360751411e-220,0.744436895448345,0.261,0.143,2.4053633158503e-215,"2","IFITM2"
1.39293016293457e-219,0.463553273435263,0.442,0.291,3.5486288830921e-215,"2","HSPA5"
3.05584339504728e-216,0.684427393859369,0.388,0.25,7.78506663322244e-212,"2","STK4"
1.36761800015026e-214,0.580397650848775,0.473,0.324,3.4841436171828e-210,"2","PTP4A2"
1.10008725984769e-207,0.791211762795367,0.295,0.174,2.80258230318798e-203,"2","ERBB2IP"
4.67474387458633e-200,0.762538990928956,0.306,0.185,1.19093774948961e-195,"2","CFLAR"
1.19454408192377e-199,0.740888238927267,0.339,0.214,3.04322050310901e-195,"2","SETX"
6.08609974962072e-198,0.619600876038854,0.43,0.294,1.55049477221337e-193,"2","RBM39"
1.83322252554924e-195,0.834622621412374,0.264,0.152,4.67031770608923e-191,"2","CCDC69"
3.15700508608019e-195,0.720202044371496,0.319,0.196,8.0427861572979e-191,"2","BPTF"
2.03974231799208e-189,0.743658721601013,0.315,0.196,5.19644752931662e-185,"2","TAPBP"
2.83453860647624e-188,0.666316514852947,0.357,0.23,7.22127055385887e-184,"2","ZFP36L2"
9.04289164302255e-187,0.720794813323136,0.278,0.164,2.30376707497643e-182,"2","PLAC8"
1.122259341838e-186,0.696893934632538,0.343,0.22,2.85906789926649e-182,"2","BRD2"
9.73196166403814e-184,0.64328645964283,0.356,0.23,2.47931455353036e-179,"2","IKZF1"
3.40603560553302e-183,0.772683420977821,0.27,0.16,8.67721630865591e-179,"2","CELF2"
3.13440657133979e-181,0.521891273737032,0.533,0.399,7.98521418114524e-177,"2","MT-ND6"
3.54518071860028e-180,0.416583109302328,0.649,0.509,9.03170239870607e-176,"2","DDX5"
2.76461475389492e-170,0.759444261397786,0.268,0.162,7.0431325470227e-166,"2","CAST"
8.82469404461249e-163,0.309127503450214,0.835,0.732,2.24817905480548e-158,"2","MT-ATP6"
6.30145606438983e-161,0.442500462324435,0.583,0.455,1.60535894696395e-156,"2","HNRNPA2B1"
4.08730117613208e-158,0.354414002833488,0.78,0.683,1.04128084763141e-153,"2","MT-CO2"
6.8882458110764e-157,0.74772898415233,0.254,0.154,1.75484950282982e-152,"2","TOP2B"
7.14068080014362e-156,0.588473840238541,0.366,0.247,1.81915984064459e-151,"2","ADD3"
1.12841473533371e-153,0.541175867461682,0.419,0.297,2.87474937973616e-149,"2","ACTR2"
1.85191260413015e-152,0.685508151756976,0.291,0.185,4.71793255028197e-148,"2","CYBA"
5.1448513007767e-152,0.687539619266921,0.294,0.188,1.31070231738587e-147,"2","CD53"
8.22482485253893e-149,0.55784859220035,0.407,0.289,2.09535637943282e-144,"2","CFL1"
3.30873892309782e-143,0.497087549999647,0.426,0.307,8.42934328048401e-139,"2","NCL"
6.64291483961094e-141,0.649461420069353,0.28,0.179,1.69234898453928e-136,"2","IFI16"
4.27230713685938e-132,0.63249808856621,0.275,0.178,1.0884129661863e-127,"2","CAPN2"
7.27117456426939e-132,0.573424966848745,0.328,0.223,1.85240443199327e-127,"2","MYL12A"
7.51828031150979e-131,0.363303711121011,0.604,0.484,1.91535709216023e-126,"2","MYH9"
1.08589407315154e-129,0.647393912600119,0.261,0.167,2.76642374076087e-125,"2","PIK3R1"
3.55302905253252e-128,0.64588121373472,0.271,0.176,9.05169681423186e-124,"2","GLG1"
1.12044157962165e-124,0.562706777166779,0.326,0.225,2.85443696824411e-120,"2","FNBP1"
7.7168533916095e-123,0.595555524607672,0.297,0.2,1.96594557004644e-118,"2","PRKCB"
4.22280749863425e-122,0.594782756636826,0.304,0.206,1.07580243835206e-117,"2","KMT2E"
8.47769805943649e-122,0.592791197482637,0.274,0.18,2.15977835762204e-117,"2","MGEA5"
2.69988181040433e-120,0.514086451044077,0.321,0.22,6.87821890018606e-116,"2","SLC38A1"
3.20578106051596e-120,0.441209611151601,0.429,0.317,8.16704782977046e-116,"2","CAP1"
4.25449039672511e-120,0.620237123057288,0.279,0.185,1.08387397346969e-115,"2","ATRX"
4.91990667909206e-113,0.420658831179857,0.411,0.301,1.25339542556549e-108,"2","MBNL1"
6.56825489460928e-113,0.586765677630188,0.277,0.186,1.67332861695066e-108,"2","SET"
1.82573886228213e-112,0.59406243585379,0.276,0.186,4.65125232554996e-108,"2","NIPBL"
4.8957685279949e-111,0.529441864620492,0.299,0.205,1.24724599019198e-106,"2","RBL2"
5.09033976664289e-111,0.449110796590111,0.397,0.293,1.29681495894994e-106,"2","SON"
2.61169293653238e-106,0.545827061451553,0.306,0.214,6.6535489251099e-102,"2","VPS13C"
4.49808291936574e-101,0.317286294177506,0.655,0.559,1.14593160453762e-96,"2","MT-ND5"
1.28404957843851e-99,0.538389653650167,0.276,0.19,3.27124470602995e-95,"2","SMG1"
3.76233988481874e-99,0.54086249556038,0.287,0.2,9.58493709056423e-95,"2","PSME1"
2.07689467858063e-91,0.521693034203553,0.269,0.187,5.291096883152e-87,"2","CDC42SE2"
6.63026570848024e-90,0.362356012525958,0.456,0.356,1.68912649189243e-85,"2","TPM3"
8.16155973982861e-88,0.530556957424686,0.27,0.19,2.07923895931874e-83,"2","NCOR1"
2.48289398095354e-81,0.535264030547849,0.256,0.181,6.32542070587724e-77,"2","DYNC1H1"
5.19428592101166e-80,0.396342541194346,0.396,0.309,1.32329628123693e-75,"2","HNRNPU"
4.01725789580526e-78,0.36246299296583,0.419,0.329,1.02343662153535e-73,"2","SRRM2"
2.0974442742936e-77,0.352748435854046,0.405,0.314,5.34344903319037e-73,"2","DDX17"
5.348748213997e-76,0.463275115019379,0.29,0.213,1.36264709499788e-71,"2","SRSF11"
1.65652720779224e-73,0.294492329630319,0.435,0.342,4.22016871457152e-69,"2","BTG1"
6.59098456502222e-73,0.513040495375537,0.293,0.219,1.67911922778506e-68,"2","XAF1"
3.0940152520624e-72,0.437905734187996,0.294,0.218,7.88231325615418e-68,"2","ACTR3"
3.36009779705483e-72,0.294489903811337,0.539,0.448,8.56018514777688e-68,"2","ACTG1"
2.54847557817655e-71,0.363974745770928,0.299,0.219,6.49249638296257e-67,"2","CHD3"
1.00685692388122e-70,0.464562255114517,0.27,0.197,2.56506869927979e-66,"2","CHD4"
1.99516339199053e-70,0.341120620723046,0.414,0.328,5.08287825743508e-66,"2","PRRC2C"
1.37228991312692e-67,0.36048026920949,0.331,0.252,3.49604578268215e-63,"2","CANX"
5.62413679662955e-66,0.462117946415399,0.252,0.183,1.43280509030934e-61,"2","SF3B2"
1.26074076844883e-65,0.346985960528962,0.328,0.25,3.21186318170025e-61,"2","KIAA1551"
5.93533362003637e-59,0.30491423808881,0.45,0.372,1.51208559304046e-54,"2","YWHAB"
8.0039922470166e-59,0.382455231670996,0.305,0.235,2.03909706484995e-54,"2","HNRNPDL"
1.56026157865134e-58,0.257327747172244,0.512,0.432,3.97492239777215e-54,"2","H3F3B"
3.43356053527994e-56,0.325419259678233,0.329,0.256,8.74733881967917e-52,"2","HSPA8"
4.9973959348412e-56,0.39969903421953,0.297,0.23,1.27313658836015e-51,"2","SP100"
2.18935217925448e-55,0.324512466090287,0.393,0.32,5.57759361186871e-51,"2","TMBIM6"
8.04804975589013e-52,0.356481978290039,0.321,0.253,2.05032115581057e-47,"2","CORO1A"
4.10328864207036e-51,0.367973062886506,0.268,0.205,1.04535381445385e-46,"2","KMT2A"
3.72445672326425e-47,0.364872636587185,0.281,0.22,9.48842594818799e-43,"2","TGOLN2"
1.61057246565255e-45,0.303295555363604,0.354,0.288,4.10309441349643e-41,"2","ADAR"
4.42232412005031e-44,0.322087892166141,0.27,0.21,1.12663129282402e-39,"2","CHD2"
1.19253763554422e-43,0.365096728651916,0.254,0.197,3.03810888031245e-39,"2","CDC42"
4.78914133984034e-40,0.308161921625161,0.275,0.218,1.22008164773773e-35,"2","HCLS1"
1.14805351714611e-39,0.25260885988666,0.4,0.336,2.92478114028143e-35,"2","SF3B1"
5.75648506112873e-39,0.35987000347772,0.253,0.199,1.46652213417315e-34,"2","SCAF11"
4.52385782282668e-37,0.30769596007045,0.265,0.211,1.15249801894333e-32,"2","MATR3"
9.9910356072022e-30,0.320274017628779,0.254,0.208,2.54531623129083e-25,"2","SPOCK2"
0,2.27638867522075,0.951,0.216,0,"3","S100A9"
0,2.1868822507316,0.927,0.21,0,"3","S100A8"
0,2.6458145766903,0.83,0.147,0,"3","VCAN"
0,2.47191226925724,0.837,0.155,0,"3","LYZ"
0,2.66398515350224,0.704,0.115,0,"3","FCN1"
0,2.33563690080625,0.822,0.251,0,"3","CTSS"
0,2.12029402127924,0.877,0.342,0,"3","PSAP"
0,2.36269923669429,0.644,0.133,0,"3","CYBB"
0,2.19041781285006,0.657,0.18,0,"3","FOS"
0,1.74350023549106,0.791,0.323,0,"3","FTL"
0,2.03011812199347,0.634,0.182,0,"3","APLP2"
0,2.2578356788742,0.525,0.093,0,"3","MNDA"
0,1.92149040431633,0.597,0.177,0,"3","TYROBP"
0,2.8210201999025,0.484,0.069,0,"3","CD14"
0,2.38048835357138,0.511,0.104,0,"3","GRN"
0,2.36632817714625,0.458,0.086,0,"3","NCF2"
0,2.07671337622752,0.506,0.135,0,"3","CTSB"
0,1.91269857369815,0.501,0.146,0,"3","TKT"
0,2.47939272815174,0.433,0.082,0,"3","MPEG1"
0,2.19418760300963,0.454,0.11,0,"3","FGL2"
0,2.2315353492445,0.433,0.09,0,"3","AIF1"
0,2.34290843144744,0.431,0.091,0,"3","TYMP"
0,1.39294589501799,0.665,0.326,0,"3","VIM"
0,2.37862909562389,0.418,0.08,0,"3","SERPINA1"
0,1.24983901722383,0.714,0.384,0,"3","ITGB2"
0,1.3195813927633,0.571,0.253,0,"3","SRGN"
0,2.27039967404933,0.385,0.068,0,"3","PLBD1"
0,2.34036479530198,0.38,0.074,0,"3","CST3"
0,2.1450019001855,0.412,0.109,0,"3","IFI27"
0,1.60311783339656,0.444,0.148,0,"3","COTL1"
0,1.30768310186857,0.502,0.222,0,"3","S100A6"
0,0.888911287841731,0.79,0.514,0,"3","ACTB"
0,0.729232817929528,0.564,0.289,0,"3","CD74"
0,1.85708077008658,0.367,0.098,0,"3","GPX1"
0,1.02533116826199,0.597,0.329,0,"3","OAZ1"
0,1.9056845767814,0.332,0.065,0,"3","S100A12"
0,1.50751909178205,0.41,0.144,0,"3","SAT1"
0,2.65352446586406,0.315,0.056,0,"3","DUSP6"
0,1.26776807822415,0.418,0.16,0,"3","HLA-DRA"
0,2.62153048578768,0.306,0.049,0,"3","CD36"
0,2.38413697249365,0.309,0.055,0,"3","FPR1"
0,1.2550166009454,0.449,0.201,0,"3","S100A4"
0,1.29423407397171,0.437,0.19,0,"3","PKM"
0,1.63175055876799,0.368,0.125,0,"3","DUSP1"
0,1.69429095757641,0.355,0.115,0,"3","TSPO"
0,1.72377287275505,0.367,0.128,0,"3","IFITM3"
0,2.76520971101534,0.277,0.04,0,"3","CD300E"
0,2.4525627867855,0.287,0.053,0,"3","KCTD12"
0,2.71331138688855,0.275,0.042,0,"3","MS4A6A"
0,1.54466471875938,0.365,0.133,0,"3","ANXA2"
0,0.995844454229715,0.511,0.285,0,"3","SAMHD1"
0,2.4133559646101,0.275,0.053,0,"3","EMILIN2"
0,0.70980549306412,0.768,0.546,0,"3","LCP1"
0,2.70902255288863,0.262,0.041,0,"3","TNFAIP2"
0,3.01329816104592,0.252,0.033,0,"3","CPVL"
0,1.82561045595014,0.304,0.085,0,"3","RGS2"
0,1.22488738623067,0.398,0.181,0,"3","TNFRSF1B"
0,1.10954793801254,0.429,0.213,0,"3","ANXA1"
0,1.90389395745423,0.298,0.082,0,"3","AMICA1"
0,2.68520372737207,0.252,0.041,0,"3","CD93"
0,0.854035236734455,0.561,0.351,0,"3","LAPTM5"
0,2.20758340671857,0.264,0.054,0,"3","LILRB2"
0,1.13980807396217,0.388,0.181,0,"3","HLA-DRB1"
0,1.08313968339203,0.434,0.234,0,"3","NFKBIA"
0,1.71397067144289,0.29,0.094,0,"3","CTSD"
0,1.55350157589168,0.303,0.109,0,"3","C10orf54"
0,1.02973041639243,0.399,0.206,0,"3","ARPC1B"
0,1.64169733633104,0.28,0.093,0,"3","GLUL"
0,1.43903074267713,0.3,0.114,0,"3","FGR"
0,1.55314403213447,0.287,0.101,0,"3","LGALS1"
0,0.879488301455205,0.435,0.254,0,"3","ENO1"
0,1.24768368221995,0.297,0.118,0,"3","LYN"
0,1.56067412084044,0.265,0.091,0,"3","RASSF2"
0,1.37641724693521,0.293,0.12,0,"3","S100A10"
0,1.50605021113044,0.269,0.098,0,"3","IL17RA"
0,1.64888897491257,0.252,0.081,0,"3","TALDO1"
0,1.61365440009081,0.256,0.085,0,"3","MEGF9"
0,1.30120013044034,0.285,0.119,0,"3","SERPINB1"
0,1.39517374431029,0.271,0.108,0,"3","PPP1R15A"
0,1.25503679376911,0.274,0.112,0,"3","SYK"
0,0.999505544531113,0.335,0.175,0,"3","ALDOA"
0,1.24457682149757,0.285,0.126,0,"3","H2AFY"
0,1.30733524689679,0.269,0.113,0,"3","CD63"
0,1.23141061744819,0.263,0.12,0,"3","GSTP1"
0,1.1195630124757,0.27,0.128,0,"3","GAPDH"
0,0.260336138829154,1,1,0,"3","RNA18S5"
3.38929033047095e-321,0.376805374713725,0.975,0.936,8.6345560459078e-317,"3","MT-RNR1"
1.10281141986643e-312,0.937106111886527,0.368,0.207,2.80952237325172e-308,"3","GRB2"
2.07598601670909e-306,1.06804468083546,0.273,0.134,5.28878197616809e-302,"3","NCOA4"
1.70845955353487e-272,0.803583574098984,0.403,0.245,4.35247155858544e-268,"3","RHOA"
9.65395476481116e-263,0.492294564669487,0.772,0.646,2.45944151588329e-258,"3","TMSB10"
1.54052884275909e-248,0.783064169421867,0.386,0.236,3.92465127981305e-244,"3","GNAI2"
4.65128761907607e-247,0.868502571275434,0.304,0.168,1.18496203383582e-242,"3","MYO1F"
1.07950728305496e-243,0.899368377160608,0.262,0.135,2.75015275431082e-239,"3","LYST"
1.58339205620001e-241,1.04709278269849,0.257,0.135,4.03384960237515e-237,"3","MX1"
2.99651243508384e-214,0.756971766447912,0.4,0.262,7.6339150796196e-210,"3","MCL1"
8.57445133762579e-182,0.67018991986294,0.36,0.232,2.18442722277355e-177,"3","ARPC5"
3.4748194844103e-162,0.549040039328953,0.459,0.327,8.85245011848368e-158,"3","KLF6"
2.86294031098054e-159,0.478309951727652,0.527,0.393,7.29362673625403e-155,"3","MYL6"
9.94554203943476e-156,0.539328196345255,0.402,0.274,2.5337262899664e-151,"3","SELL"
2.99356893618063e-150,0.675856191249754,0.335,0.222,7.62641622181377e-146,"3","CD44"
8.69322612035897e-146,0.558032760777292,0.326,0.21,2.21468628642265e-141,"3","EFHD2"
4.89286521444664e-134,0.292363330968634,0.751,0.61,1.24650634203243e-129,"3","AHNAK"
2.00490767711284e-122,0.474119757163436,0.428,0.313,5.10770279821268e-118,"3","IQGAP1"
6.01762643934729e-121,0.356208750131455,0.569,0.445,1.53305051168812e-116,"3","ACTG1"
3.94332304384314e-114,0.545766095928851,0.362,0.26,1.00460097864948e-109,"3","SERF2"
1.01109499303524e-112,0.581228581287125,0.261,0.169,2.57586560425659e-108,"3","JUN"
1.56706520882443e-112,0.428620868164582,0.431,0.318,3.99225532600112e-108,"3","CAP1"
4.86718126758766e-103,0.643362838946191,0.254,0.168,1.23996309973063e-98,"3","PLAC8"
1.54339759520364e-95,0.351402473555216,0.597,0.501,3.9319597135408e-91,"3","UBC"
8.35991282361202e-95,0.353685509277937,0.356,0.253,2.1297713909434e-90,"3","PLEK"
8.73113107742793e-83,0.533807985385027,0.269,0.189,2.22434295328554e-78,"3","CYBA"
4.47996169914437e-80,0.535038727316488,0.256,0.178,1.14131504247402e-75,"3","ARF1"
3.07685664023592e-78,0.366710175075439,0.451,0.358,7.83859997666502e-74,"3","TPM3"
2.73001967125216e-75,0.443189255312607,0.326,0.243,6.954998114482e-71,"3","ITM2B"
2.81241173160534e-73,0.495705957084738,0.261,0.186,7.16490012743778e-69,"3","SMAP2"
1.04599976221465e-70,0.454273109898591,0.256,0.182,2.66478899421805e-66,"3","STAT1"
8.50323592143154e-66,0.355608607026848,0.388,0.303,2.1662843833439e-61,"3","ACTR2"
9.04322404432822e-57,0.356934866563893,0.351,0.276,2.30385175753306e-52,"3","FYB"
8.84868415499853e-49,0.265192627185321,0.44,0.364,2.25429077532743e-44,"3","ARPC2"
9.48834918424404e-49,0.300492049176579,0.368,0.295,2.41725183817801e-44,"3","CFL1"
3.78183501164812e-48,0.279939734188033,0.447,0.373,9.63460287567475e-44,"3","YWHAB"
2.63904200700143e-41,0.307310529128979,0.333,0.269,6.72322341703686e-37,"3","LRRFIP1"
3.03751626501053e-39,0.438932210393905,0.327,0.273,7.73837643674082e-35,"3","MTRNR2L1"
9.01239232421549e-33,0.25596157692413,0.276,0.222,2.29599706851714e-28,"3","XAF1"
3.51435650422154e-32,0.282721438915584,0.33,0.275,8.95317463015479e-28,"3","PFDN5"
6.23006208753809e-28,0.328220234872645,0.262,0.215,1.5871706174212e-23,"3","SLC25A6"
3.57822874650259e-23,0.258146060351098,0.266,0.223,9.11589555459e-19,"3","TGOLN2"
0,0.857735427567755,0.999,1,0,"4","RNA28S5"
0,0.661697361802336,1,1,0,"4","RNA18S5"
1.89468906804934e-168,1.34674374641186,0.49,0.376,4.8269098697625e-164,"4","AC009501.4"
0,5.92760512276212,0.781,0.022,0,"5","MS4A1"
0,2.93343739892015,0.908,0.276,0,"5","CD74"
0,2.77740447765437,0.764,0.146,0,"5","HLA-DRA"
0,1.13129766008777,0.723,0.141,0,"5","IGHM"
0,2.34375524445398,0.685,0.168,0,"5","HLA-DRB1"
0,5.60461216170431,0.523,0.013,0,"5","BANK1"
0,2.35259040098689,0.609,0.155,0,"5","HLA-DPB1"
0,2.3492820581944,0.566,0.127,0,"5","HLA-DPA1"
0,4.99068550190377,0.45,0.016,0,"5","CD79A"
0,4.61340059286886,0.391,0.019,0,"5","RALGPS2"
0,5.65563366446185,0.375,0.009,0,"5","PAX5"
0,3.7445162512692,0.382,0.034,0,"5","SWAP70"
0,2.533768917115,0.427,0.094,0,"5","BIRC3"
0,5.58181839072106,0.33,0.008,0,"5","CD22"
0,4.20229979567391,0.327,0.02,0,"5","CD79B"
0,4.4162221989279,0.298,0.008,0,"5","IGHD"
0,1.3168043250152,0.494,0.209,0,"5","LTB"
0,3.33195609963528,0.302,0.03,0,"5","HLA-DQA1"
0,5.5396088500128,0.263,0.006,0,"5","FCRL1"
0,1.62590789000761,0.409,0.162,0,"5","JUN"
0,3.13240776541319,0.278,0.035,0,"5","HLA-DMB"
0,4.85075812695897,0.251,0.009,0,"5","FAM129C"
0,0.822213985659404,0.69,0.45,0,"5","RPS5"
0,3.44422816772128,0.253,0.023,0,"5","WDFY4"
0,0.758777864763077,0.725,0.505,0,"5","RPS8"
0,2.5909421647932,0.257,0.039,0,"5","IRF8"
0,2.97445659728424,0.255,0.037,0,"5","MEF2C"
0,1.22208087226387,0.426,0.213,0,"5","EZR"
0,1.92896666106723,0.294,0.084,0,"5","POU2F2"
0,1.671704256923,0.329,0.12,0,"5","CXCR4"
0,1.65014936808422,0.322,0.116,0,"5","SYK"
0,0.906163604803825,0.867,0.666,0,"5","RPS11"
0,1.97309494343003,0.263,0.066,0,"5","HLA-DRB5"
0,1.89088506773789,0.259,0.07,0,"5","SEL1L3"
0,1.74952212633668,0.265,0.088,0,"5","PLEKHA2"
0,1.86675805519062,0.254,0.077,0,"5","FAIM3"
0,1.75091202782095,0.261,0.092,0,"5","TTN"
0,0.599493980996821,0.903,0.775,0,"5","MT-ND4"
2.26309338218941e-317,1.02548519033038,0.548,0.338,5.76545670046575e-313,"5","BTG1"
1.79807835724749e-312,0.725761293567081,0.737,0.539,4.58078442292371e-308,"5","RPL8"
1.17115735899927e-287,0.657676835512087,0.787,0.619,2.98364048778654e-283,"5","MT-CO3"
1.33478800040493e-283,1.25701176938472,0.343,0.17,3.4005059098316e-279,"5","TSC22D3"
1.45952883155235e-280,0.5891578569368,0.794,0.6,3.71829565126276e-276,"5","RPL13A"
1.04903796085445e-258,0.804589494123204,0.57,0.371,2.6725291090728e-254,"5","RPL18A"
4.86182612515705e-255,0.963994570315969,0.403,0.219,1.23859882364501e-250,"5","CD52"
1.7869006624928e-246,0.449757822829399,0.871,0.713,4.55230812776667e-242,"5","RPS6"
7.11771660945698e-245,0.53646439183492,0.776,0.588,1.81330948342526e-240,"5","RPL13"
2.89643095964061e-234,0.578267381261227,0.739,0.554,7.37894751278043e-230,"5","RPL18"
3.12585299796657e-230,0.50599465070033,0.855,0.737,7.96342309761963e-226,"5","MT-ATP6"
3.96626043799523e-228,0.747028788492236,0.553,0.364,1.01044450918366e-223,"5","RPS23"
1.2779950565138e-226,0.54430330963245,0.817,0.686,3.25582020597455e-222,"5","MT-CO2"
3.14991675038075e-225,0.476417094739591,0.908,0.819,8.02472791327e-221,"5","MT-CO1"
2.28824445099399e-218,0.291101623964762,1,1,5.82953156335228e-214,"5","MT-RNR2"
2.58726411554096e-217,0.64027277183362,0.684,0.515,6.59131406075215e-213,"5","EEF2"
1.38424724398779e-215,0.559115841843639,0.726,0.543,3.52650827878329e-211,"5","RPS18"
4.24908808961425e-214,0.57703514013009,0.684,0.495,1.08249768171013e-209,"5","RPLP2"
3.78804273405428e-210,1.16103228672726,0.263,0.127,9.65041766927667e-206,"5","JMJD1C"
4.18348905925907e-209,0.537618508849151,0.739,0.565,1.06578567273684e-204,"5","RPL11"
6.1967964671839e-201,0.932621800010712,0.359,0.201,1.57869586797977e-196,"5","PRKCB"
7.74331009748436e-193,0.727915823793413,0.536,0.362,1.97268568043512e-188,"5","LAPTM5"
1.9067029753275e-186,0.711515920065806,0.504,0.334,4.85751649994435e-182,"5","RPL12"
1.17853577597011e-185,0.519422609329615,0.752,0.598,3.00243774286146e-181,"5","MT-CYB"
3.00872282634231e-185,0.473869488707077,0.774,0.617,7.66502227238966e-181,"5","RPL19"
5.78867095479416e-175,0.941610202392447,0.309,0.17,1.47472181244336e-170,"5","FOXP1"
1.43811106983411e-158,0.553048696819339,0.59,0.424,3.66373176150937e-154,"5","RPS21"
1.51051225556303e-156,0.533346409570251,0.662,0.515,3.84818102227238e-152,"5","GNB2L1"
4.09036709831321e-156,0.491022759763539,0.704,0.551,1.04206192196627e-151,"5","RPS2"
1.35010018324556e-151,0.4887016108699,0.692,0.54,3.43951522683639e-147,"5","RPS19"
4.93706810409617e-148,0.478585414583041,0.749,0.623,1.25776747019954e-143,"5","MT-ND1"
2.56405236439877e-145,0.610531291673615,0.545,0.397,6.53217980354232e-141,"5","FAU"
