"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cell_type","gene"
3.59086455899905e-16,0.628624384922901,0.999,1,1.09007875417534e-11,"Proliferating cells","RNA28S5"
4.99554004002586e-15,-0.582882628468726,0.829,0.885,1.51649608995065e-10,"Proliferating cells","MT-ND4"
1.25149088593262e-11,-0.592293543165223,0.778,0.847,3.79915088242567e-07,"Proliferating cells","HLA-E"
3.40014880214714e-11,-0.578002916412797,0.78,0.86,1.03218317186781e-06,"Proliferating cells","MT-CO3"
9.4305030915273e-11,1.85733307542877,0.305,0.094,2.86281782349494e-06,"Proliferating cells","OAS3"
3.77972844573226e-10,-0.749503464802414,0.589,0.732,1.14741216427094e-05,"Proliferating cells","CFL1"
5.63003425152859e-10,-0.683535034864716,0.778,0.902,1.70910949773653e-05,"Proliferating cells","TMSB4X"
8.09749656483706e-10,-0.837256932728346,0.537,0.677,2.45815703218758e-05,"Proliferating cells","MT-ND6"
9.95286845982025e-10,-0.779698770240429,0.651,0.791,3.02139227834763e-05,"Proliferating cells","RPS4X"
1.32659133453296e-09,-0.685877522104071,0.682,0.774,4.02713331424171e-05,"Proliferating cells","RPS3"
2.65444140514619e-09,1.33710002117273,0.409,0.204,8.05808777360227e-05,"Proliferating cells","XAF1"
1.05548813796388e-08,0.947205585796771,0.65,0.472,0.000320414534041695,"Proliferating cells","HSPA5"
1.68990566311266e-08,-0.504454048985691,0.863,0.94,0.000513004662151109,"Proliferating cells","MALAT1"
5.44549132259544e-08,1.1896253745337,0.332,0.149,0.0016530878008003,"Proliferating cells","HSPH1"
1.17050336332009e-07,-0.913309981698523,0.376,0.54,0.00355329706003078,"Proliferating cells","UTRN"
1.31343698820553e-07,-0.736177221314025,0.61,0.706,0.00398720066509553,"Proliferating cells","ETS1"
1.41901516464899e-07,0.876819403182979,0.669,0.519,0.00430770433532495,"Proliferating cells","HSP90B1"
2.54075161309393e-07,-0.607729259529734,0.671,0.783,0.00771295967186926,"Proliferating cells","RPS2"
3.50338975435791e-07,-1.03826140248985,0.246,0.396,0.0106352402773043,"Proliferating cells","UCP2"
3.7242728358823e-07,0.859629013688933,0.501,0.323,0.0113057750478879,"Proliferating cells","CALR"
4.39518899116162e-07,-1.28603338812933,0.193,0.336,0.0133424752204693,"Proliferating cells","TMC8"
5.03525001786975e-07,0.617635076421929,0.768,0.715,0.0152855084792472,"Proliferating cells","HSP90AA1"
6.93310286037915e-07,1.38161640404732,0.32,0.157,0.021046820353253,"Proliferating cells","PDIA4"
7.16101037989203e-07,1.40227903956358,0.387,0.23,0.0217386792102382,"Proliferating cells","OAS2"
7.39059513855106e-07,-0.860390001159761,0.468,0.609,0.0224356296620995,"Proliferating cells","RPL7"
8.0521339725567e-07,-1.03529316571513,0.198,0.345,0.0244438631004904,"Proliferating cells","P2RY8"
8.09861598558628e-07,-0.808329638957396,0.322,0.477,0.0245849685474443,"Proliferating cells","RUNX3"
8.3240142477786e-07,0.552307402759524,0.551,0.362,0.0252692100519815,"Proliferating cells","HIST1H4C"
9.18401970048707e-07,1.72768458944453,0.262,0.115,0.0278799286047686,"Proliferating cells","ISG15"
9.83322029825222e-07,1.92857371510637,0.326,0.174,0.0298507068594043,"Proliferating cells","RP1-17K7.2"
1.33564817364373e-06,-0.654823344025277,0.534,0.647,0.0405462716073028,"Proliferating cells","JAK1"
5.46949615902592e-20,5.6888683515076,0.437,0.044,1.6603749489955e-15,"Plasmacytoid DC","S100A8"
1.64471065327678e-19,-0.972162177371185,0.791,0.94,4.99284813015232e-15,"Plasmacytoid DC","MT-CO1"
3.95665574438918e-19,0.71477007246121,1,1,1.20112198432422e-14,"Plasmacytoid DC","RNA28S5"
5.03353971653476e-19,10.4862548674307,0.358,0,1.52803165174846e-14,"Plasmacytoid DC","IFI27"
2.40165288217684e-17,5.58362939959131,0.372,0.027,7.29069765442423e-13,"Plasmacytoid DC","IFI44L"
1.58927481446659e-15,-1.11896124277957,0.605,0.885,4.82456155427622e-11,"Plasmacytoid DC","MT-ATP6"
5.7076209220254e-14,-0.926259612044884,0.647,0.863,1.73266248329925e-09,"Plasmacytoid DC","PSAP"
6.02571074347508e-14,-0.988159106935984,0.591,0.863,1.82922501039673e-09,"Plasmacytoid DC","RPS4X"
1.4058567522701e-13,-2.26890672514365,0.177,0.505,4.26775934286635e-09,"Plasmacytoid DC","PPP1R14B"
1.83191362957194e-12,7.7776714764243,0.26,0.011,5.56114020529155e-08,"Plasmacytoid DC","IGHG1"
1.99648152865269e-12,-1.24200438267578,0.358,0.692,6.06071897653096e-08,"Plasmacytoid DC","SERPINF1"
3.31229798808338e-12,2.76776362067797,0.367,0.071,1.00551430024247e-07,"Plasmacytoid DC","S100A9"
4.36020501915062e-12,-0.662497008225422,0.819,0.956,1.32362743766355e-07,"Plasmacytoid DC","CD74"
4.93963224889343e-12,-1.53905518994003,0.121,0.44,1.49952416179658e-07,"Plasmacytoid DC","TBC1D4"
7.11674153932108e-12,-1.14555138994043,0.307,0.654,2.1604292290917e-07,"Plasmacytoid DC","TGFBI"
7.18987148797322e-12,-0.900072422445863,0.609,0.857,2.18262928760403e-07,"Plasmacytoid DC","MT-CO2"
9.56280999186483e-12,-1.44230227872492,0.191,0.511,2.90298222923041e-07,"Plasmacytoid DC","CLEC4C"
2.18186657292328e-11,-1.12775290503931,0.433,0.725,6.6234923554232e-07,"Plasmacytoid DC","CCDC50"
3.48022113027913e-11,3.46588668683898,0.349,0.088,1.05649072851884e-06,"Plasmacytoid DC","XAF1"
4.61594763207956e-11,-3.58362680377274,0.037,0.269,1.40126322267039e-06,"Plasmacytoid DC","PMEPA1"
4.63756305655761e-11,-2.05358221034809,0.047,0.297,1.40782501707919e-06,"Plasmacytoid DC","LINC00996"
7.99731916460971e-11,-1.52516111599253,0.158,0.467,2.42774617880057e-06,"Plasmacytoid DC","SELPLG"
1.31211301417055e-10,-0.926157945407078,0.437,0.742,3.98318147711754e-06,"Plasmacytoid DC","RPS3A"
1.51346807184668e-10,-0.856692306650788,0.707,0.901,4.59443502570498e-06,"Plasmacytoid DC","MT-ND4"
1.55904220886996e-10,-1.64861084160573,0.14,0.423,4.73278443346654e-06,"Plasmacytoid DC","FCER1G"
3.02597842560894e-10,4.35679523970521,0.312,0.071,9.18596270662107e-06,"Plasmacytoid DC","IGLC3"
4.24724056996814e-10,-2.13793240587177,0.074,0.319,1.28933481982523e-05,"Plasmacytoid DC","DAB2"
4.95034178407588e-10,-0.843451414215582,0.6,0.852,1.50277525539191e-05,"Plasmacytoid DC","RPS3"
1.05100344415513e-09,0.56840372356037,0.958,0.945,3.19053115542173e-05,"Plasmacytoid DC","MT-RNR1"
1.87220290325395e-09,-2.34979467667487,0.102,0.352,5.68344635340801e-05,"Plasmacytoid DC","CBFA2T3"
1.90641122940776e-09,-1.15823826978648,0.219,0.522,5.78729256911315e-05,"Plasmacytoid DC","CIRBP"
2.64294292408046e-09,-0.70173496334532,0.707,0.863,8.02318183463107e-05,"Plasmacytoid DC","RPL3"
2.68279671371162e-09,-1.30987415167093,0.279,0.56,8.14416598381438e-05,"Plasmacytoid DC","CYBA"
3.76886280175828e-09,-1.59484922178358,0.102,0.357,0.000114411368072976,"Plasmacytoid DC","HLA-DQB1"
4.47477669313006e-09,-1.62174355858909,0.158,0.423,0.000135840796073349,"Plasmacytoid DC","VEZF1"
4.84944038063547e-09,-1.79344410409127,0.098,0.335,0.000147214461634951,"Plasmacytoid DC","ALCAM"
6.68911502321257e-09,-1.04875110966434,0.242,0.533,0.000203061464759664,"Plasmacytoid DC","TAGLN2"
7.73838582792928e-09,-1.39612865173783,0.107,0.363,0.000234914178578449,"Plasmacytoid DC","MS4A6A"
1.29331302273058e-08,0.954789667406229,0.749,0.67,0.000392611034310321,"Plasmacytoid DC","HLA-A"
1.65393163135541e-08,-0.94830916176095,0.307,0.593,0.000502084025330562,"Plasmacytoid DC","LILRA4"
2.24024793821492e-08,-1.58364840446293,0.186,0.44,0.000680072066603903,"Plasmacytoid DC","IL3RA"
2.86487527186628e-08,-1.20544719165749,0.247,0.522,0.000869690186280448,"Plasmacytoid DC","VAMP8"
3.00825898464704e-08,-0.914545506285819,0.251,0.549,0.000913217179969301,"Plasmacytoid DC","TACC1"
3.17373121018837e-08,2.14564899746062,0.428,0.209,0.000963449583476882,"Plasmacytoid DC","MX1"
4.84495420163736e-08,-0.67393142642987,0.605,0.846,0.00147078274699105,"Plasmacytoid DC","RPLP0"
5.44234260090443e-08,-1.86208284758394,0.079,0.291,0.00165213194335656,"Plasmacytoid DC","CMTM3"
6.13792005953548e-08,-1.1913637792123,0.214,0.473,0.00186328839247319,"Plasmacytoid DC","PLD4"
6.98149960296811e-08,-0.595806809355782,0.726,0.89,0.00211937383447303,"Plasmacytoid DC","PABPC1"
8.42120967225205e-08,-1.07198085528421,0.298,0.549,0.00255642662020556,"Plasmacytoid DC","BCL11A"
8.72870605431955e-08,-1.14932141684987,0.219,0.467,0.00264977329690979,"Plasmacytoid DC","NPC2"
9.06009067873474e-08,-1.36883907662674,0.112,0.341,0.0027503717273435,"Plasmacytoid DC","GLIPR1"
9.51646704355049e-08,-1.00867881864076,0.27,0.533,0.00288891390041062,"Plasmacytoid DC","RNASET2"
9.79528307593099e-08,-0.735026861002894,0.535,0.769,0.00297355408336037,"Plasmacytoid DC","ITM2C"
1.12578882035042e-07,-1.38843874702679,0.186,0.429,0.00341755712193777,"Plasmacytoid DC","CXXC5"
1.23154315603553e-07,-1.74228931810616,0.112,0.324,0.00373859555877706,"Plasmacytoid DC","VEGFB"
1.26433698908297e-07,-1.26192205465202,0.121,0.352,0.00383814779775916,"Plasmacytoid DC","BCAS4"
1.33752238424566e-07,-0.862574913384724,0.153,0.401,0.00406031670185454,"Plasmacytoid DC","KPNB1"
1.43281251008965e-07,-1.53566733306324,0.06,0.253,0.00434958893687914,"Plasmacytoid DC","AC013394.2"
1.50223778437187e-07,-1.36479833468237,0.098,0.308,0.00456034324201767,"Plasmacytoid DC","TSPYL2"
1.60030882619667e-07,2.64828400879133,0.265,0.071,0.00485805750368522,"Plasmacytoid DC","VCAN"
1.61241447718268e-07,-1.14681074820018,0.205,0.462,0.00489480662838348,"Plasmacytoid DC","EEF1D"
1.83811333323602e-07,-1.7047885597315,0.065,0.258,0.00557996064570458,"Plasmacytoid DC","PHEX"
2.3120294256216e-07,-0.827947294494259,0.219,0.484,0.00701862772735949,"Plasmacytoid DC","TTC3"
2.36214979729942e-07,-0.632055956110297,0.614,0.802,0.00717077813966184,"Plasmacytoid DC","TCF4"
2.71268983887828e-07,-1.23428164343536,0.172,0.412,0.00823491254388279,"Plasmacytoid DC","EID1"
2.96485619883546e-07,-0.934600250028669,0.153,0.39,0.00900041396280481,"Plasmacytoid DC","MT-ATP8"
3.13440793728101e-07,-0.924225263589681,0.284,0.538,0.00951512217520398,"Plasmacytoid DC","ARPC1B"
3.5722311600752e-07,2.04979967144002,0.614,0.505,0.0108442221326403,"Plasmacytoid DC","AC009501.4"
4.43533425342292e-07,-0.895096836937444,0.219,0.473,0.013464344193116,"Plasmacytoid DC","SORL1"
4.53394985557855e-07,-0.980017064806963,0.167,0.407,0.0137637115765798,"Plasmacytoid DC","C1orf63"
4.98931727846879e-07,-1.29962390784425,0.279,0.527,0.0151460704622477,"Plasmacytoid DC","SH3KBP1"
5.21154728942719e-07,-1.13107813828275,0.186,0.429,0.0158206941065141,"Plasmacytoid DC","SNHG5"
5.63724569863278e-07,-0.911889810698794,0.181,0.423,0.0171129867673395,"Plasmacytoid DC","LUC7L3"
6.26918106319727e-07,-0.684768137082096,0.619,0.819,0.0190313529535479,"Plasmacytoid DC","RPS2"
6.45218709999014e-07,-0.872684541472801,0.274,0.544,0.0195869043794401,"Plasmacytoid DC","CYTH4"
6.9882352490141e-07,-1.17078764038535,0.167,0.396,0.0212141857454321,"Plasmacytoid DC","CHD9"
7.12050043250478e-07,-0.864024253509341,0.414,0.665,0.0216157031629548,"Plasmacytoid DC","RPL7"
7.95872197749658e-07,-1.06813097708378,0.153,0.379,0.0241602923070864,"Plasmacytoid DC","PTPN18"
8.01001306898694e-07,-1.73956403808942,0.079,0.264,0.0243159966735237,"Plasmacytoid DC","SLC1A5"
8.48126928968916e-07,-1.11561877126832,0.312,0.555,0.0257465891827094,"Plasmacytoid DC","PTPRS"
8.54096958524452e-07,-1.08425698020981,0.112,0.324,0.0259278213699268,"Plasmacytoid DC","ENTPD4"
8.79018386352483e-07,3.09634752842413,0.484,0.341,0.0266843611545023,"Plasmacytoid DC","IGHM"
9.86802012042622e-07,-1.39260608624028,0.107,0.313,0.0299563486795779,"Plasmacytoid DC","PCNT"
9.88174748819324e-07,-0.828764435898808,0.2,0.456,0.0299980208499082,"Plasmacytoid DC","GUK1"
1.00500220988661e-06,-1.51056598762439,0.084,0.269,0.0305088520855279,"Plasmacytoid DC","ERN1"
1.07641162976188e-06,-1.08676214953149,0.312,0.571,0.0326766278446813,"Plasmacytoid DC","AMICA1"
1.19994165560779e-06,-0.883763720210666,0.27,0.533,0.0364266288392858,"Plasmacytoid DC","PTPRE"
1.23402807554555e-06,-0.798148283564942,0.27,0.549,0.0374613902893364,"Plasmacytoid DC","PNISR"
1.2649080853064e-06,-0.743496080300317,0.405,0.687,0.0383988147456464,"Plasmacytoid DC","MT-ND6"
1.31293963744441e-06,-1.00175993134332,0.293,0.533,0.0398569085738999,"Plasmacytoid DC","CD4"
1.49040927807692e-06,-0.795196023859392,0.256,0.489,0.0452443544545811,"Plasmacytoid DC","GNB1"
1.53473828004737e-06,-1.11358512522444,0.172,0.396,0.0465900499673981,"Plasmacytoid DC","TXN"
0,1.76702678609068,1,0.999,0,"Activated Monocytes","S100A8"
1.28124278360053e-278,1.18689841056857,1,1,3.88946871817613e-274,"Activated Monocytes","S100A9"
3.24026740846467e-230,6.02741508099114,0.704,0.022,9.8364797718762e-226,"Activated Monocytes","CLU"
1.41948331569626e-195,3.24981555277091,0.742,0.159,4.30912550145913e-191,"Activated Monocytes","PLAC8"
1.27589086766501e-190,14.0293845020148,0.608,0,3.87322190697067e-186,"Activated Monocytes","IFI27"
8.72375167707986e-184,3.35102983243064,0.731,0.197,2.64826929661113e-179,"Activated Monocytes","IFITM3"
5.92246133850752e-183,-1.00386091945923,0.963,0.993,1.79788158853073e-178,"Activated Monocytes","MT-CO1"
5.16866624014535e-168,-0.932738375325381,0.947,0.977,1.56905201052092e-163,"Activated Monocytes","PABPC1"
1.31975723331683e-158,-3.5185674127864,0.058,0.404,4.00638703317991e-154,"Activated Monocytes","HLA-DQB1"
8.5788967967955e-145,1.5734486842169,0.914,0.67,2.60429570060321e-140,"Activated Monocytes","PLBD1"
1.20409758363068e-144,-0.973066711729763,0.927,0.986,3.65527903462765e-140,"Activated Monocytes","FOS"
1.09657337789297e-143,1.41362980350113,0.906,0.666,3.32886780326968e-139,"Activated Monocytes","SELL"
5.84856472896344e-143,-1.15027472069578,0.808,0.936,1.77544879477143e-138,"Activated Monocytes","EEF2"
1.45747798382199e-132,-1.20396009392005,0.824,0.917,4.42446591548841e-128,"Activated Monocytes","CD74"
2.78062815240482e-130,-1.27468988686482,0.731,0.909,8.44115288225531e-126,"Activated Monocytes","TXNIP"
2.34927118614603e-125,1.71283220869307,0.894,0.671,7.1316825397835e-121,"Activated Monocytes","S100A12"
3.00104052143964e-124,-1.14920736673103,0.768,0.909,9.11025871093432e-120,"Activated Monocytes","RPS2"
3.17123614388612e-124,-1.64673225623619,0.562,0.81,9.62692156199508e-120,"Activated Monocytes","HLA-DRA"
1.98899951087203e-123,3.24423577110757,0.572,0.122,6.03800581515422e-119,"Activated Monocytes","RNASE2"
1.71504366936722e-121,3.23208206941351,0.574,0.127,5.20635806709807e-117,"Activated Monocytes","IFI6"
5.51290819744572e-117,-1.21868273356075,0.69,0.875,1.6735535414986e-112,"Activated Monocytes","RPS4X"
7.9493618521982e-117,0.72403796431089,0.967,0.983,2.41318777747181e-112,"Activated Monocytes","VCAN"
3.13349257363979e-116,-1.48544772303021,0.615,0.832,9.51234340579831e-112,"Activated Monocytes","HLA-DRB1"
7.9063377779737e-116,-0.814155611967576,0.899,0.958,2.40012695925948e-111,"Activated Monocytes","EEF1A1"
1.33859799986714e-114,-0.797988011906114,0.929,0.972,4.06358194819668e-110,"Activated Monocytes","TPT1"
2.23696532492694e-114,0.665758244162896,0.987,0.97,6.79075563688071e-110,"Activated Monocytes","ACTB"
6.4894109857569e-111,-0.500002693031382,0.992,0.995,1.96999049294622e-106,"Activated Monocytes","PSAP"
1.02411909229444e-108,2.51903038395691,0.606,0.183,3.10891832847822e-104,"Activated Monocytes","MX1"
4.37367619152936e-108,-0.778250079965061,0.938,0.97,1.32771688146257e-103,"Activated Monocytes","MT-ATP6"
3.86975077593479e-107,-0.865703624155416,0.912,0.964,1.17474024305053e-102,"Activated Monocytes","MT-ND1"
6.42415508996506e-103,2.55424687465836,0.552,0.138,1.95018076066069e-98,"Activated Monocytes","PIM1"
1.89067244556175e-101,-0.763735924214992,0.986,0.999,5.73951434299181e-97,"Activated Monocytes","MALAT1"
2.7608939695651e-96,-0.900208574643296,0.786,0.911,8.38124582340878e-92,"Activated Monocytes","EIF1"
9.83636276402756e-94,1.73368697464019,0.653,0.248,2.98602464427585e-89,"Activated Monocytes","DYSF"
5.19267513236907e-93,3.6125546563461,0.437,0.056,1.57634038993328e-88,"Activated Monocytes","IFI44L"
3.03177184949715e-92,-0.705800222744839,0.949,0.974,9.20354980351851e-88,"Activated Monocytes","MT-ND4"
1.35748896854459e-89,-2.90754104796229,0.058,0.296,4.12092926181082e-85,"Activated Monocytes","ALDH1A1"
1.56416985930848e-89,0.864549907473374,0.924,0.783,4.74835044190274e-85,"Activated Monocytes","PKM"
9.50841503551651e-89,-0.727294713224773,0.914,0.972,2.88646955233175e-84,"Activated Monocytes","MT-CO3"
6.02798055197932e-88,-1.17226503190587,0.604,0.85,1.82991405616436e-83,"Activated Monocytes","RGS2"
2.6175873543822e-87,-1.41070889662257,0.372,0.691,7.94620993169804e-83,"Activated Monocytes","TGFBI"
1.03516877437262e-86,-0.511989339806143,0.978,0.987,3.14246184836295e-82,"Activated Monocytes","CTSS"
1.57205036191529e-86,2.47033477643922,0.517,0.142,4.77227328366624e-82,"Activated Monocytes","OAS3"
2.2739606768022e-84,4.08219623096132,0.379,0.029,6.90306242656843e-80,"Activated Monocytes","SIGLEC1"
6.84502075734625e-84,-1.87615689844155,0.259,0.559,2.0779429513076e-79,"Activated Monocytes","HLA-DPB1"
4.59985073451021e-82,-0.820449555758259,0.838,0.92,1.39637668747526e-77,"Activated Monocytes","GNB2L1"
1.00147937057266e-81,-1.0694804897278,0.633,0.829,3.04019092524741e-77,"Activated Monocytes","RPL5"
1.6462798101561e-81,2.14520488591937,0.563,0.21,4.99761161969088e-77,"Activated Monocytes","OAS2"
5.46540571011207e-81,-1.46173388822,0.422,0.702,1.65913321141872e-76,"Activated Monocytes","ZFP36L2"
3.94862548904683e-80,-1.6866692325103,0.271,0.568,1.19868423970995e-75,"Activated Monocytes","HLA-DPA1"
4.07746351907487e-80,-1.32002616268084,0.512,0.748,1.23779560048556e-75,"Activated Monocytes","TNFAIP2"
8.68634506554242e-80,-1.14647215005759,0.594,0.805,2.63691377154671e-75,"Activated Monocytes","SLC25A6"
1.16528278057053e-78,1.25732684888461,0.775,0.519,3.53744893697795e-74,"Activated Monocytes","LGALS1"
1.11006166539531e-77,-0.921941600723593,0.779,0.889,3.36981419764056e-73,"Activated Monocytes","RPL3"
2.42082811743308e-76,-0.747725930332278,0.874,0.938,7.34890791609159e-72,"Activated Monocytes","RPS6"
4.39677140277869e-76,-1.73714349696125,0.213,0.502,1.33472789474153e-71,"Activated Monocytes","CD4"
4.96526379279456e-76,-1.94322120349245,0.15,0.425,1.50730512957864e-71,"Activated Monocytes","HLA-DMB"
7.35740168227237e-75,-1.00520944968802,0.726,0.886,2.23348642868742e-70,"Activated Monocytes","DUSP1"
2.74935712730539e-74,-0.75198512607207,0.867,0.927,8.34622343136096e-70,"Activated Monocytes","RPS14"
4.69374813458878e-74,-0.635096268889716,0.928,0.978,1.42488112121712e-69,"Activated Monocytes","MT-CO2"
3.20357639118593e-72,-0.778489015839702,0.812,0.907,9.72509685072312e-68,"Activated Monocytes","RPL4"
5.75760466368682e-72,2.01237288069684,0.506,0.166,1.74783604775541e-67,"Activated Monocytes","CR1"
2.12274555425276e-70,-1.52708827232948,0.368,0.636,6.4440186790451e-66,"Activated Monocytes","IER2"
2.18889762675516e-70,-0.888446395519364,0.72,0.852,6.64483652554063e-66,"Activated Monocytes","RPL15"
3.48662296486754e-70,-1.11162858795942,0.56,0.782,1.05843413344484e-65,"Activated Monocytes","JUNB"
9.01672907958625e-70,-1.06944187200228,0.573,0.787,2.73720844669e-65,"Activated Monocytes","RPLP0"
1.11539582675624e-68,-0.752277885624746,0.868,0.958,3.38600711128391e-64,"Activated Monocytes","MT-CYB"
2.21646782924208e-68,-1.05662596431473,0.635,0.805,6.72853138923018e-64,"Activated Monocytes","RPL7"
1.22345419298603e-67,1.1416131246531,0.762,0.505,3.71403989364768e-63,"Activated Monocytes","CD63"
1.73799952965474e-65,2.1845068367426,0.445,0.122,5.2760451721729e-61,"Activated Monocytes","FCGR1A"
2.10616089687079e-65,1.40484650696181,0.626,0.31,6.39367263463066e-61,"Activated Monocytes","ACSL1"
6.12933198153999e-65,2.17369553013599,0.443,0.128,1.86068130963609e-60,"Activated Monocytes","CES1"
6.98744374040733e-65,-1.08472330722741,0.521,0.742,2.12117829627545e-60,"Activated Monocytes","RPS3A"
4.85314537796224e-63,-2.23297552232543,0.114,0.341,1.473269342388e-58,"Activated Monocytes","MS4A7"
1.0310079501334e-60,0.722783765524879,0.905,0.783,3.12983083421997e-56,"Activated Monocytes","ENO1"
1.73981687125908e-59,-1.25221010896843,0.42,0.66,5.28156207608119e-55,"Activated Monocytes","AP1S2"
2.59113182690041e-59,-0.618771651202042,0.895,0.951,7.86589888692159e-55,"Activated Monocytes","RPS11"
2.362310168077e-58,-0.733428381535443,0.806,0.899,7.17126497723136e-54,"Activated Monocytes","RPL18"
5.27544995150007e-58,1.12242335760028,0.686,0.387,1.60146834177688e-53,"Activated Monocytes","XAF1"
1.36473208057318e-57,-1.19430946732371,0.492,0.704,4.142917176996e-53,"Activated Monocytes","FOSB"
1.4491816313967e-56,2.1405928105657,0.404,0.113,4.39928067843097e-52,"Activated Monocytes","IFI44"
3.2782899969756e-56,1.62327628485137,0.528,0.234,9.95190494381882e-52,"Activated Monocytes","C19orf59"
5.05503731749415e-56,-1.22093464364039,0.421,0.643,1.5345576784717e-51,"Activated Monocytes","EIF4B"
2.64998529257714e-55,1.90940855452068,0.426,0.131,8.04456035267642e-51,"Activated Monocytes","EPSTI1"
1.17365583984381e-53,2.74492564268186,0.336,0.069,3.56286703301387e-49,"Activated Monocytes","HP"
1.19519799580121e-53,2.17079456487992,0.416,0.135,3.62826255585373e-49,"Activated Monocytes","ISG15"
3.42515042785757e-53,3.71955295890962,0.278,0.029,1.03977291538472e-48,"Activated Monocytes","IGLC3"
5.58259755916702e-53,1.41646140020088,0.549,0.252,1.69470914103633e-48,"Activated Monocytes","FAM129A"
6.09436458054508e-53,0.945723697490411,0.759,0.534,1.85006625571607e-48,"Activated Monocytes","ADAR"
1.72385900489562e-52,-1.09261329549796,0.455,0.659,5.23311878116163e-48,"Activated Monocytes","RPL10"
9.34541546312099e-52,1.97762370707015,0.405,0.128,2.83698777213964e-47,"Activated Monocytes","B4GALT5"
9.32126438585395e-51,-0.643894701761475,0.806,0.896,2.82965622961368e-46,"Activated Monocytes","RPL13"
2.55825852821367e-50,1.42910632833642,0.484,0.195,7.76610541409823e-46,"Activated Monocytes","PARP9"
1.08050522718285e-49,0.897989453960777,0.786,0.579,3.28008971815897e-45,"Activated Monocytes","FPR1"
3.00390443070748e-49,1.42337337364763,0.478,0.195,9.1189526802987e-45,"Activated Monocytes","F5"
1.08178112517418e-48,1.49551890594132,0.532,0.273,3.28396296169126e-44,"Activated Monocytes","MX2"
1.61919242264267e-48,2.01638181250519,0.363,0.101,4.91538243741634e-44,"Activated Monocytes","FCGR1B"
1.94862830355003e-48,1.03645706458384,0.687,0.435,5.91545094108682e-44,"Activated Monocytes","LDHA"
2.95868461020789e-48,-0.695034515734971,0.8,0.883,8.98167887120808e-44,"Activated Monocytes","RPL13A"
6.75499047323751e-48,-0.905298140339951,0.559,0.732,2.05061245796071e-43,"Activated Monocytes","RPS23"
2.29995183772527e-47,0.591870953436475,0.908,0.834,6.98196379378259e-43,"Activated Monocytes","TPM3"
3.25938154819375e-47,2.36439223265323,0.34,0.089,9.89450456585176e-43,"Activated Monocytes","IFIT3"
2.52141624080452e-46,2.67449060177507,0.301,0.063,7.65426328221028e-42,"Activated Monocytes","RETN"
2.65896610323791e-46,-0.812935740895,0.646,0.789,8.07182339959931e-42,"Activated Monocytes","MT-ND3"
1.36974251036177e-45,-1.21431768493853,0.309,0.531,4.15812733870524e-41,"Activated Monocytes","NAP1L1"
5.08063303310537e-45,-0.964833855060429,0.499,0.689,1.5423277698598e-40,"Activated Monocytes","FCGRT"
1.10915418395216e-44,1.0755344565372,0.614,0.359,3.36705935622357e-40,"Activated Monocytes","CTSA"
2.12147898216546e-44,1.16518169050737,0.557,0.309,6.44017374615969e-40,"Activated Monocytes","IFITM2"
3.05275268431404e-44,-1.04062909469876,0.396,0.608,9.26724132377212e-40,"Activated Monocytes","EIF3C"
3.42559927720148e-44,-0.666467938523895,0.733,0.844,1.03990917258005e-39,"Activated Monocytes","RPL34"
9.4578213001336e-44,0.621503171705561,0.894,0.773,2.87111081208156e-39,"Activated Monocytes","CAP1"
1.64177902629351e-43,-0.892620477976036,0.563,0.737,4.9839485901192e-39,"Activated Monocytes","GSTP1"
6.77717623366317e-43,-0.620869399574265,0.775,0.866,2.05734738925313e-38,"Activated Monocytes","RPS13"
2.44521727638166e-42,-1.56710326857354,0.177,0.383,7.4229460859118e-38,"Activated Monocytes","EGR1"
2.51964727389094e-42,-0.874068832366729,0.604,0.752,7.64889322935073e-38,"Activated Monocytes","BTG1"
3.34734007830263e-42,-1.03628340557018,0.409,0.619,1.01615202757033e-37,"Activated Monocytes","PNRC1"
4.98600936926546e-42,1.33621948103592,0.462,0.202,1.51360286422792e-37,"Activated Monocytes","LMNB1"
1.04020271310357e-41,0.907944510334017,0.691,0.476,3.1577433761685e-37,"Activated Monocytes","CKAP4"
5.21947968588369e-41,-0.738593354754352,0.664,0.796,1.58447744824371e-36,"Activated Monocytes","RPL7A"
2.90456604157052e-40,-0.66209100653817,0.762,0.857,8.81739113239562e-36,"Activated Monocytes","RPS3"
1.21799921372965e-39,-0.724364267242813,0.659,0.783,3.69748021311909e-35,"Activated Monocytes","RPL6"
1.61881500224732e-39,-0.533144580038336,0.868,0.941,4.9142367023222e-35,"Activated Monocytes","MT-ND2"
2.18475196963071e-39,-0.69281269956729,0.694,0.818,6.63225155420795e-35,"Activated Monocytes","RPL23"
2.42277417782277e-39,-1.11706037087356,0.311,0.526,7.35481557161659e-35,"Activated Monocytes","ZFP36L1"
3.54653564973864e-39,1.24116811499187,0.512,0.269,1.07662182719116e-34,"Activated Monocytes","CCR2"
4.12202435762992e-39,-1.08561285993222,0.443,0.624,1.25132293424572e-34,"Activated Monocytes","OGFRL1"
4.87726038162449e-39,-0.57416733874126,0.845,0.908,1.48058993404975e-34,"Activated Monocytes","RPLP1"
7.30241694639752e-39,-0.96248595380922,0.424,0.625,2.2167947124179e-34,"Activated Monocytes","HLA-F"
1.38139258319376e-38,0.760467436681404,0.829,0.692,4.19349346480131e-34,"Activated Monocytes","RNF213"
